ID,start,end,length
0,0,402.7,402.7
1,402.7,865.9,463.2
2,865.9,1557.9,692
3,1557.9,1964.4,406.5
4,1964.4,2270,305.6
5,2270,2857.4,587.4
6,2857.4,3465.7,608.3
7,3465.7,3980.6,514.9
8,3980.6,4410.2,429.6
9,4410.2,4703.9,293.7
10,4703.9,5335.2,631.3
