ID,start,end,length
0,0,566.1,566.1
1,566.1,1093.9,527.8
2,1093.9,1649.5,555.6
3,1649.5,2181.4,531.9
4,2181.4,2503.6,322.2
5,2503.6,2824.2,320.6
6,2824.2,3445.2,621
7,3445.2,3715.1,269.9
8,3715.1,3980.6,265.5
9,3980.6,4383.5,402.9
10,4383.5,4753.7,370.2
