id,start,end,length,bkps
0,0,680.2,680.2,94
1,680.2,1321.0,640.8,175
2,1321.0,2029.9,708.9000000000001,264
3,2029.9,2726.0,696.0999999999999,327
4,2726.0,3457.6,731.5999999999999,419
5,3457.6,4078.9,621.3000000000002,488
