id,start,end,length,bkps
0,0,626.2,626.2,141
1,626.2,1112.2,486.0,236
2,1112.2,1650.0,537.8,333
3,1650.0,2282.1,632.0999999999999,459
4,2282.1,2676.3,394.2000000000003,491
5,2676.3,4135.2,1458.8999999999996,607
