id,start,end,length,bkps
0,0,396.5,396.5,54
1,396.5,763.3,366.79999999999995,105
2,763.3,1466.7,703.4000000000001,336
3,1466.7,1708.8,242.0999999999999,415
4,1708.8,2017.5,308.70000000000005,493
5,2017.5,2279.6,262.0999999999999,589
6,2279.6,2682.4,402.8000000000002,685
7,2682.4,3269.1,586.6999999999998,775
8,3269.1,3881.5,612.4000000000001,881
9,3881.5,4267.3,385.8000000000002,997
10,4267.3,4611.6,344.3000000000002,1068
11,4611.6,4952.7,341.09999999999945,1102
