id,start,end,length,bkps
0,0,280.3,280.3,47
1,280.3,590.9,310.59999999999997,69
2,590.9,1001.3,410.4,143
3,1001.3,1491.4,490.10000000000014,177
4,1491.4,1857.2,365.79999999999995,221
5,1857.2,2267.3,410.10000000000014,279
6,2267.3,2615.9,348.5999999999999,337
7,2615.9,2967.1,351.1999999999998,389
8,2967.1,3474.7,507.5999999999999,407
9,3474.7,4149.0,674.3000000000002,448
10,4149.0,4498.7,349.6999999999998,501
11,4498.7,4808.3,309.60000000000036,541
