id,start,end,length,bkps
0,0,590.9,590.9,69
1,590.9,1491.4,900.5000000000001,177
2,1491.4,2267.3,775.9000000000001,279
3,2267.3,2967.1,699.7999999999997,389
4,2967.1,4149.0,1181.9,448
5,4149.0,4808.3,659.3000000000002,541
