id,start,end,length,bkps
0,0,334.0,334.0,53
1,334.0,687.5,353.5,156
2,687.5,1348.9,661.4000000000001,255
3,1348.9,1538.0,189.0999999999999,296
4,1538.0,1921.2,383.20000000000005,356
5,1921.2,2310.4,389.20000000000005,544
6,2310.4,2844.7,534.2999999999997,628
7,2844.7,3509.0,664.3000000000002,723
8,3509.0,4143.4,634.3999999999996,788
9,4143.4,4535.0,391.60000000000036,837
10,4535.0,4824.2,289.1999999999998,874
11,4824.2,5140.7,316.5,926
