id,start,end,length,bkps
0,0,840.3,840.3,130
1,840.3,1278.3,438.0,196
2,1278.3,1731.3,453.0,305
3,1731.3,2299.6,568.3,523
4,2299.6,3060.0,760.4000000000001,767
5,3060.0,3576.7,516.6999999999998,1004
