id,start,end,length,bkps
0,0,566.0,566.0,123
1,566.0,1151.7,585.7,241
2,1151.7,1806.9,655.2,371
3,1806.9,2504.0,697.0999999999999,468
4,2504.0,3292.6,788.5999999999999,624
5,3292.6,4116.8,824.2000000000003,837
