id,start,end,length,bkps
0,0,450.4,450.4,37
1,450.4,840.3,389.9,130
2,840.3,1278.3,438.0,196
3,1278.3,1499.8,221.5,250
4,1499.8,1731.3,231.5,305
5,1731.3,2010.5,279.20000000000005,459
6,2010.5,2299.6,289.0999999999999,523
7,2299.6,2595.5,295.9000000000001,673
8,2595.5,3060.0,464.5,767
9,3060.0,3353.6,293.5999999999999,852
10,3353.6,3576.7,223.0999999999999,1004
11,3576.7,3747.2,170.5,1088
