id,start,end,length,bkps
0,0,1128.4,1128.4,138
1,1128.4,1840.3,711.8999999999999,283
2,1840.3,2886.7,1046.3999999999999,432
3,2886.7,3481.7,595.0,519
4,3481.7,4144.3,662.6000000000004,598
5,4144.3,4844.7,700.3999999999996,689
