ID,start,end,length
0,0,450.4,450.4
1,450.4,840.3,389.9
2,840.3,1453.5,613.2
3,1453.5,1796.9,343.4000000000001
4,1796.9,2037.1,240.19999999999982
5,2037.1,2299.6,262.5
6,2299.6,2529.5,229.9000000000001
7,2529.5,3060.0,530.5
8,3060.0,3453.3,393.3000000000002
9,3453.3,3714.4,261.0999999999999
10,3714.4,3936.6,222.19999999999982
