ID,start,end,length
0,0,311.8,311.8
1,311.8,687.5,375.7
2,687.5,1348.9,661.4000000000001
3,1348.9,1538.0,189.0999999999999
4,1538.0,1904.5,366.5
5,1904.5,2269.6,365.0999999999999
6,2269.6,2753.6,484.0
7,2753.6,3455.9,702.3000000000002
8,3455.9,4103.2,647.2999999999997
9,4103.2,4824.2,721.0
10,4824.2,5527.5,703.3000000000002
