ID,start,end,length
0,0,481.1,481.1
1,481.1,793.8,312.69999999999993
2,793.8,1072.8,279.0
3,1072.8,1333.0,260.20000000000005
4,1333.0,1610.5,277.5
5,1610.5,1909.3,298.79999999999995
6,1909.3,2282.1,372.79999999999995
7,2282.1,2676.3,394.2000000000003
8,2676.3,4135.2,1458.8999999999996
9,4135.2,4538.7,403.5
10,4538.7,5085.4,546.6999999999998
