ID,start,end,length
0,0,570.4,570.4
1,570.4,1128.4,558.0000000000001
2,1128.4,1404.8,276.39999999999986
3,1404.8,1840.3,435.5
4,1840.3,2461.5,621.2
5,2461.5,2891.3,429.8000000000002
6,2891.3,3349.5,458.1999999999998
7,3349.5,3673.1,323.5999999999999
8,3673.1,4257.0,583.9000000000001
9,4257.0,4844.7,587.6999999999998
10,4844.7,5398.8,554.1000000000004
