ID,start,end,length
0,0,1107.6,1107.6
1,1107.6,1744.8,637.2
2,1744.8,2236.8,492.0000000000002
3,2236.8,2870.4,633.5999999999999
4,2870.4,3282.9,412.5
5,3282.9,3713.3,430.4000000000001
6,3713.3,4019.9,306.5999999999999
7,4019.9,4408.8,388.9000000000001
8,4408.8,4758.0,349.1999999999998
9,4758.0,5175.0,417.0
10,5175.0,5737.8,562.8000000000002
