ID,start,end,length
0,0,323.4,323.4
1,323.4,576.8,253.39999999999998
2,576.8,902.3,325.5
3,902.3,1105.2,202.9000000000001
4,1105.2,1455.3,350.0999999999999
5,1455.3,2006.3,551.0
6,2006.3,2610.7,604.3999999999999
7,2610.7,3186.5,575.8000000000002
8,3186.5,3737.4,550.9000000000001
9,3737.4,4070.2,332.7999999999997
10,4070.2,4483.7,413.5
