ID,start,end,length
0,0,648.1,648.1
1,648.1,1258.2,610.1
2,1258.2,1934.8,676.5999999999999
3,1934.8,2581.3,646.5000000000002
4,2581.3,3053.4,472.0999999999999
5,3053.4,3442.8,389.4000000000001
6,3442.8,3777.0,334.1999999999998
7,3777.0,4083.2,306.1999999999998
8,4083.2,4808.7,725.5
9,4808.7,5156.9,348.1999999999998
10,5156.9,5491.4,334.5
