ID,start,end,length
0,0,418.4,418.4
1,418.4,827.0,408.6
2,827.0,1383.7,556.7
3,1383.7,1798.6,414.89999999999986
4,1798.6,2187.5,388.9000000000001
5,2187.5,2829.8,642.3000000000002
6,2829.8,3425.9,596.0999999999999
7,3425.9,3753.7,327.7999999999997
8,3753.7,4251.4,497.6999999999998
9,4251.4,5052.4,801.0
10,5052.4,5649.6,597.2000000000007
