ID,start,end,length
0,0,623.1,623.1
1,623.1,1162.7,539.6
2,1162.7,1516.3,353.5999999999999
3,1516.3,1860.5,344.20000000000005
4,1860.5,2266.6,406.0999999999999
5,2266.6,2805.1,538.5
6,2805.1,3580.3,775.2000000000003
7,3580.3,4227.0,646.6999999999998
8,4227.0,4554.1,327.10000000000036
9,4554.1,4877.8,323.6999999999998
10,4877.8,5433.8,556.0
