ID,start,end,length
0,0,682.6,682.6
1,682.6,1100.5,417.9
2,1100.5,1510.3,409.79999999999995
3,1510.3,1998.5,488.20000000000005
4,1998.5,2610.5,612.0
5,2610.5,3042.6,432.0999999999999
6,3042.6,3278.0,235.4000000000001
7,3278.0,3696.0,418.0
8,3696.0,4100.9,404.89999999999964
9,4100.9,4440.0,339.10000000000036
10,4440.0,4730.5,290.5
