id,start,end,length,bkps
0,0,865.9,865.9,64
1,865.9,1557.9,692.0000000000001,137
2,1557.9,2172.0,614.0999999999999,196
3,2172.0,2827.0,655.0,256
4,2827.0,3980.6,1153.6,334
5,3980.6,4703.9,723.2999999999997,422
