id,start,end,length,bkps
0,0,508.0,508.0,97
1,508.0,1157.4,649.4000000000001,290
2,1157.4,1773.2,615.8,381
3,1773.2,2426.4,653.2,485
4,2426.4,3822.6,1396.1999999999998,667
5,3822.6,4658.0,835.4000000000001,798
