id,start,end,length,bkps
0,0,1133.8,1133.8,138
1,1133.8,1788.6,654.8,236
2,1788.6,2362.7,574.0999999999999,284
3,2362.7,3000.3,637.6000000000004,376
4,3000.3,3634.7,634.3999999999996,481
5,3634.7,4230.7,596.0,552
