id,start,end,length,bkps
0,0,575.4,575.4,109
1,575.4,927.0,351.6,140
2,927.0,1251.5,324.5,162
3,1251.5,1571.5,320.0,192
4,1571.5,1892.4,320.9000000000001,227
5,1892.4,2293.5,401.0999999999999,393
6,2293.5,2653.2,359.6999999999998,437
7,2653.2,3123.6,470.4000000000001,501
8,3123.6,3470.9,347.3000000000002,543
9,3470.9,4034.8,563.9000000000001,614
10,4034.8,4484.0,449.1999999999998,641
11,4484.0,4819.2,335.1999999999998,698
