id,start,end,length,bkps
0,0,1173.0,1173.0,93
1,1173.0,1782.0,609.0,173
2,1782.0,2589.4,807.4000000000001,218
3,2589.4,3125.2,535.7999999999997,255
4,3125.2,3882.0,756.8000000000002,363
5,3882.0,4618.0,736.0,472
