id,start,end,length,bkps
0,0,444.0,444.0,24
1,444.0,716.0,272.0,66
2,716.0,1173.0,457.0,93
3,1173.0,1482.0,309.0,132
4,1482.0,1782.0,300.0,173
5,1782.0,2140.3,358.3000000000002,191
6,2140.3,2589.4,449.0999999999999,218
7,2589.4,3125.2,535.7999999999997,255
8,3125.2,3420.0,294.8000000000002,332
9,3420.0,3882.0,462.0,363
10,3882.0,4254.9,372.89999999999964,393
11,4254.9,4618.0,363.10000000000036,472
