id,start,end,length,bkps
0,0,703.5,703.5,93
1,703.5,1140.2,436.70000000000005,146
2,1140.2,1724.4,584.2,203
3,1724.4,2348.8,624.4000000000001,257
4,2348.8,2983.8,635.0,309
5,2983.8,3679.1,695.2999999999997,394
