id,start,end,length,bkps
0,0,584.5,584.5,142
1,584.5,1293.2,708.7,357
2,1293.2,1984.9,691.7,541
3,1984.9,2633.5,648.5999999999999,651
4,2633.5,3378.8,745.3000000000002,790
5,3378.8,4089.8,711.0,958
