id,start,end,length,bkps
0,0,575.4,575.4,109
1,575.4,1251.5,676.1,162
2,1251.5,1892.4,640.9000000000001,227
3,1892.4,2653.2,760.7999999999997,437
4,2653.2,3470.9,817.7000000000003,543
5,3470.9,4034.8,563.9000000000001,614
