id,start,end,length,bkps
0,0,771.0,771.0,134
1,771.0,1477.3,706.3,295
2,1477.3,2625.2,1147.8999999999999,509
3,2625.2,3304.3,679.1000000000004,656
4,3304.3,3982.8,678.5,809
5,3982.8,4735.9,753.0999999999995,948
