id,start,end,length,bkps
0,0,576.8,576.8,157
1,576.8,969.1,392.30000000000007,211
2,969.1,1565.4,596.3000000000001,361
3,1565.4,2054.9,489.5,440
4,2054.9,3157.9,1103.0,538
5,3157.9,3827.7,669.7999999999997,627
