id,start,end,length,bkps
0,0,418.4,418.4,114
1,418.4,827.0,408.6,280
2,827.0,1383.7,556.7,406
3,1383.7,1798.6,414.89999999999986,555
4,1798.6,2211.7,413.0999999999999,781
5,2211.7,2494.5,282.8000000000002,866
6,2494.5,2874.1,379.5999999999999,977
7,2874.1,3308.9,434.8000000000002,1085
8,3308.9,3635.5,326.5999999999999,1243
9,3635.5,4283.8,648.3000000000002,1366
10,4283.8,4966.2,682.3999999999996,1529
11,4966.2,5336.1,369.90000000000055,1617
