id,start,end,length,bkps
0,0,1138.9,1138.9,164
1,1138.9,1827.2,688.3,358
2,1827.2,2396.4,569.2,430
3,2396.4,2947.6,551.1999999999998,570
4,2947.6,3752.2,804.5999999999999,730
5,3752.2,4671.9,919.6999999999998,12697
