id,start,end,length,bkps
0,0,1193.1,1193.1,547
1,1193.1,1871.9,678.8000000000002,977
2,1871.9,2805.1,933.1999999999998,1378
3,2805.1,3582.0,776.9000000000001,1757
4,3582.0,4227.0,645.0,2338
5,4227.0,4877.8,650.8000000000002,2811
