id,start,end,length,bkps
0,0,1594.9,1594.9,226
1,1594.9,2070.4,475.5,360
2,2070.4,2585.6,515.1999999999998,500
3,2585.6,3213.7,628.0999999999999,639
4,3213.7,3979.7,766.0,781
5,3979.7,4500.0,520.3000000000002,813
