id,start,end,length,bkps
0,0,285.6,285.6,60
1,285.6,537.9,252.29999999999995,128
2,537.9,937.2,399.30000000000007,320
3,937.2,1533.0,595.8,533
4,1533.0,1991.8,458.79999999999995,615
5,1991.8,2339.9,348.10000000000014,690
6,2339.9,2638.0,298.0999999999999,755
7,2638.0,2974.3,336.3000000000002,853
8,2974.3,3909.2,934.8999999999996,943
9,3909.2,4506.5,597.3000000000002,1043
10,4506.5,4956.5,450.0,1167
11,4956.5,5286.5,330.0,1291
