id,start,end,length,bkps
0,0,1258.2,1258.2,183
1,1258.2,1934.8,676.5999999999999,309
2,1934.8,2581.3,646.5000000000002,399
3,2581.3,3442.8,861.5,598
4,3442.8,4083.2,640.3999999999996,723
5,4083.2,4808.7,725.5,813
