id,start,end,length,bkps
0,0,765.6,765.6,38
1,765.6,1064.5,298.9,88
2,1064.5,1594.9,530.4000000000001,226
3,1594.9,2070.4,475.5,360
4,2070.4,2324.7,254.29999999999973,446
5,2324.7,2585.6,260.9000000000001,500
6,2585.6,2894.1,308.5,582
7,2894.1,3213.7,319.5999999999999,639
8,3213.7,3589.0,375.3000000000002,721
9,3589.0,3979.7,390.6999999999998,781
10,3979.7,4500.0,520.3000000000002,813
11,4500.0,5170.9,670.8999999999996,838
