id,start,end,length,bkps
0,0,827.0,827.0,280
1,827.0,1383.7,556.7,406
2,1383.7,2211.7,827.9999999999998,781
3,2211.7,2874.1,662.4000000000001,977
4,2874.1,4283.8,1409.7000000000003,1366
5,4283.8,4966.2,682.3999999999996,1529
