id,start,end,length,bkps
0,0,937.2,937.2,320
1,937.2,1533.0,595.8,533
2,1533.0,2339.9,806.9000000000001,690
3,2339.9,2974.3,634.4000000000001,853
4,2974.3,4506.5,1532.1999999999998,1043
5,4506.5,5286.5,780.0,1291
