ID,start,end,length
0,0,590.9,590.9
1,590.9,1001.3,410.4
2,1001.3,1491.4,490.10000000000014
3,1491.4,1857.2,365.79999999999995
4,1857.2,2267.3,410.10000000000014
5,2267.3,2615.9,348.5999999999999
6,2615.9,2967.1,351.1999999999998
7,2967.1,3474.7,507.5999999999999
8,3474.7,4149.0,674.3000000000002
9,4149.0,4808.3,659.3000000000002
10,4808.3,5385.9,577.5999999999995
