ID,start,end,length
0,0,695.7,695.7
1,695.7,1321.0,625.3
2,1321.0,1981.4,660.4000000000001
3,1981.4,2279.7,298.2999999999997
4,2279.7,2726.0,446.3000000000002
5,2726.0,3112.8,386.8000000000002
6,3112.8,3435.5,322.6999999999998
7,3435.5,4041.1,605.5999999999999
8,4041.1,4399.4,358.2999999999997
9,4399.4,4694.3,294.90000000000055
10,4694.3,5356.3,662.0
