ID,start,end,length
0,0,763.3,763.3
1,763.3,1224.7,461.4000000000001
2,1224.7,1541.0,316.29999999999995
3,1541.0,2061.5,520.5
4,2061.5,2279.6,218.0999999999999
5,2279.6,2682.4,402.8000000000002
6,2682.4,3269.1,586.6999999999998
7,3269.1,3881.5,612.4000000000001
8,3881.5,4246.0,364.5
9,4246.0,4630.7,384.6999999999998
10,4630.7,5393.5,762.8000000000002
