ID,start,end,length
0,0,1090.3,1090.3
1,1090.3,1660.8,570.5
2,1660.8,2092.1,431.29999999999995
3,2092.1,2637.4,545.3000000000002
4,2637.4,2926.9,289.5
5,2926.9,3247.8,320.9000000000001
6,3247.8,3589.0,341.1999999999998
7,3589.0,4019.2,430.1999999999998
8,4019.2,4500.0,480.8000000000002
9,4500.0,5170.9,670.8999999999996
10,5170.9,5550.4,379.5
